ID,label,tanggal,judul,narasi,nama file gambar
17361,1,20-May-20,Video Dokter Bule,"Ini nih dokter bule juga ngomong serupa bahkan ngasih data lebih lengkap & detail. Intinya covid 19 itu biasa aja, nggak mematikan, bisa sembuh sendiri. Mereka juga mengatakan kalau banyak yang meninggal karena penyakit lain tapi dimasukkan ke daftar covid 19 (kirain di sinih aja yang begitu). Lockdown / PSBB justru menimbulkan dampak yang sangat jauh lebih buruk dibanding covid 19.",17361.jpg
17570,1,2-May-20,Vietnam Tidak Ada Korban Meninggal Covid-19 Karena Teh dan Lemon,Kabar gembira dan istimewa.. Vietnam korban covid 19 tidak ada yng mati…Berita super.. obat virus covid 19 sudah tercapai informasi dari negara Vietnam.. virus covid 19 tidak menyebabkan kematian.. ternyata resepnya sangat sederhana tapi sangat ampuh.. hanya 1 teh..2 lemon..minumlah teh panas setelah di campur perasan lemon..dapat segera membunuh virus covid 19..dan dapat sepenuhnya menghilangkan virus covid 19 dari tubuh…2 bahan ini membuat sistem kekebalan tubuh menjadi bersifat basa.. karena ketika malam tiba sistem tubuh menjadi asam.. kemampuan detensif juga akan berkurang.. itulah sebabnya orang Vietnam santai saja dengan menyebarnya virus covid 19… Di Vietnam rata2 semua orang minum segelas air panas dengan sedikit lemon di malam hari… Karena telah terbukti membunuh virus covid 19 secara total… Bagikan resep sakti ini kepada siapapun untuk memburu pahala… Resep sederhana ini sangat efektif karena tidak akan terinfeksi virus covid 19.. Atas izin Tuhan YME…Selamat mencoba…,17570.jpg
18000,1,23-Mar-20,Ratusan Warga China yang Menetap di Indonesia Menuju Singapura karena Virus Corona,"Ratusan warga china yang Menetap di Indonesia tadi Pagi meninggalkan Indonesia Menuju Singapura karena situasi virus Corona yang menyerang Indonesia Mereka akan Kembali lagi jika situasi Di Indonesia Kembali normal,",18000.png
18087,1,16-Mar-20,Dua orang Terinfeksi Virus Corona Di Parepare,Dua orang Terinfeksi Virus Corona Di Parepare… Waspada ki semua… Tidak main main ini,18087.png
18129,1,14-Mar-20,the Simpsons 1993 memprediksi Corona virus dari China,Jangan pernah meremehkan the simpsons… the Simpsons 1993.. Corona virus dari China..,18129.png
18283,1,18-Feb-20,Setelah Membakar Al-Quran Jari Tangan Pria Ini Menghitam dan Membusuk Mengeluarkan Bau Menjijikan,"Azab yang sangat pedih menimpa seorang warga negara Amerika. Karena merobek-robek dan membakar Al-qur’an, dia terkena penyakit yang sangat misteri. Semua jari di kedua tangannya melepuh, membusuk, dan menghitam. Selain itu, pada lukanya tersebut juga menimbulkan aroma yang tak sedap.",18283.png
18519,1,5-Jan-20,"Marak Lowongan Kerja Mengatasnamakan Perusahaannya, PT Inalum Minta Masyarakat Waspada","Manajer Humas PT Inalum, Bambang Heru Prayoga: “Informasi selain dari yang kami sebutkan ini maka hal itu dipastikan hoaks atau penipuan. Kami harap tidak ada masyarakat yang terkena penipuan rekrutmen atas nama Inalum,",18519.png
18600,1,26-Dec-19,Cara Cepat Cek Jantung Dengan Air dan Es Batu,"*INGIN MENGETAHUI BAGAIMANA KESEHATAN JANTUNG ANDA?*
 Tes sederhana ini mendeteksi seberapa sehat jantung kita.
 Menjaga jantung agar tetap berfungsi dengan baik sangat penting untuk kehidupan sehat jangka panjang.",18600.png
18997,1,7-Oct-19,Presiden Jokowi Melecehkan Bendera Merah Putih,"coba dilhat baik” yang melecehkan bendara Indonesia yang mana? tapi nyatanya yang sekarang di tahan di Polda metro yang pegang bendara merah putih di tangan, mohon yang punya kekuatan hukum advokat pengacara atau apa saja minta tolong didampingin anak STM ini kasihan tidak ada yang membelanya.",18997.png
19197,1,3-Sep-19,Suntingan Video Merry Riana Indonesia Bubar?,VIRAL: INDONESIA BUBAR ? INI VIDEO MERRY RIANA YANG ASLI (TONTON SAMPAI HABIS) !!! |,19197.png
19203,1,3-Sep-19,SEMUA YANG BERBAU JAWA DI JAYAPURA HANCUR,Video KEADAAN TERAKHIR jayapura …mau ke BANDARA saja sampai 3 hari dan dikawal MARINIR DIEVAKUASI …semua yg berbau JAWA HANCUR !!!,19203.png
19387,0,26-Jul-19,Bahaya Daging Kurban Dibungkus Kresek Hitam,"Yusuf Ridwan mengatakan, kantong plastik kresek berwarna hitam mengandung zat karsinogen dan zat pewarna yang bisa tercampur dengan daging. Akibat kontaminasi zat ini dapat menyebabkan kanker dalam waktu lama.Yusuf Ridwan mengatakan, kantong plastik kresek berwarna hitam mengandung zat karsinogen dan zat pewarna yang bisa tercampur dengan daging. Akibat kontaminasi zat ini dapat menyebabkan kanker dalam waktu lama.",19387.png
19735,1,21-May-19,AM HendroPriyono Meninggal Di Singapura,"INNALILAHIWAINALRAJIUN..
TELAH MATI SEORANG PEMBANTAI RAKYAT HENDROPRAYONO D SINGAPORE…JGN D UCAPI MENINGGAL..KARNA DIA PEMBANTAI MANUSIA",19735.png
20112,0,22-Mar-19,Penjelasan terkait Video Truk Kontainer Bergambar Jokowi-Maruf Amin,Truk semi kontainer Paslon 01 ini kira-kira membawa apa ,20112.png
20370,1,8-Feb-19,Bahaya Semut/Kutu Jepang utk DIABETES.,"INFO : Bahaya Semut/Kutu Jepang utk DIABETES.
Ada sahabat sy (ibu2) di Magelang pengidap Diabetes, kmd dia konsumsi Semut/Kutu Jepang yg katanya bisa mengobati Diabetes, mungkin benar karena Semut itu mengeluarkan insulin.
Tapi hanya dalam waktu SATU TAHUN mengkonsumsi Semut/Kutu Jepang itu, ternyata ususnya terkena bakteri dan rusak, sehingga harus dipotong ususnya.",20370.png
20401,1,6-Feb-19,CNN Indonesia Buat Berita Berjudul SERTIFIKAT GANDA KERJA REZIM JOKOWI,"CNN INDONESIA

SERTIFIKAT GANDA KERJA REZIM JOKOWI
10 November 2018",20401.png
20424,1,3-Feb-19,paham politik gak sih pak?,"Aduh pak, bukan kelemahannya pak Jokowi itu,
anda yang gak mudeng, justru itu yang bikin anda dan kampret makin terlihat bodoh,
paham politik gak sih pak?",20424.png
21327,1,9-Sep-18,Judul Berita Prabowo: Mengaji Tidak Dibutuhkan Dalam Memimpin Negara,"ah Pokoknya apa kata Prabowo laaah…..
 Amin Rais jangan nyinyir yaaaa keh keh keh",21327.jpg
21364,0,4-Sep-18,Universitas Muhammadiyah Kupang Bantah Akan Menginisasi Gerakan #GantiPresiden2019,"Terkait salah satu dosennya menjadi insiator Gerakan #GantiPresiden2019 di Kabupaten Manggarai Barat, Nusa Tenggara Timur (NTT), pihak Universitas Muhammadiyah Kupang (UMK) membantah bahwa kampusnya terlibat dalam gerakan tersebut.",21364.jpg
21547,0,07-Agu-18,PKS dan Gerindra Purwakarta Bantah Pasang Spanduk yang Dinilai Provokatif,Kami Caleg Partai Gerindra dan PKS Menolak Khilafah. Indonesia Damai Menolak Khilafah di Wilayah Purwakarta. Barisan Muda Muslim Purwakarta.,21547.png
21787,1,30-Jun-18,Kalimantan Barat Memanas,"MENANG SONGONG, KALAH NGAMUK!",21787.png
21946,1,25-May-18,"Tersangka Ujaran Kebencian Dosen USU, Himma Dewiyana, Dibebaskan",Terima kasih bang Romo Syafi’i dan Ketua KAHMI telah membantu membebaskan ibu Himma.,21946.png
22200,1,16-Apr-18,Dedi Mulyadi Menghamili Siswi Mts,"Bupati Purwakarta yang kini menjadi Calon Wakil Gubernur Jawa Barat, Dedi Mulyadi pernah membantah informasi yang mengatakan dirinya menghamili siswi Mts. Yang sebenarnya terjadi kata Dedi adalah Ia menjadi saksi nikah dari seorang anak tokoh masyarakat Sumedang yang tengah hamil dengan yang menghamilinya.",22200.png
22521,1,21-Feb-18,"DI TUDUH CURI MEDALI MILIK BAMBANG PAMUNGKAS, MUHAMMAD YUSUF BUKA SUARA","Mantan Ketua Umum Jakmania, Larico Ranggamone : “Soal yang ramai medali Bepe hilang ditunjukkan kepada M Yusuf ini, itu medali palsu didapat dari tantenya dari PSSI. Itu beda dari medali yang didapat tim Persija,”.",22521.jpg
22603,1,31-Jan-18,Malam Nanti Jam 3:25 Pagi Bulan Akan Mengelilingi Kabah,"Malam nanti jam 3:25 pagi bulan akan mengelilingi Ka’bah dan langit akan berwarna biru muda, inilah sa’at penerima’an doa,taubat,munajat,ini​ *terjadi setiap 100 ribu tahun sekali,
 *Hari ini di malam hari siapa pun yang berdo’a akan diterima. Bulan akan melakukan Tawaaf di sekitar Ka’bah.
 Tolong sampaikan ini kepada semua orang. *Rabbi minkulli zambi wa’atubu illiahi.. , jika kamu mengirim doa ini ke temanmu, Allah akan menyelesaikan semua masalahmu.
 Tolong kirimkan ini ke Setiap orang dekat Kita sehingga mereka bisa mengetahui .. ..
 semoga bermanfaat Aamiin",22603.png
22935,1,30-Nov-17,PENDAFTARAN PESERTA UJI NYALI MASIH DUNIA LAIN TRANS 7 DI PABRIK MERCON,"PENDAFTARAN PESERTA ACARA UJI NYALI “MASIH DUNIA LAIN” TELEVISI TRANS 7 :
Buat para spookiers yang pengen ikutan uji nyali, langsung kirim data melalui email, data yang perlu diisi adalah;
Nama :
Umur :
Alamat :
Pekerjaan :
Motivasi ikut uji nyali :
No Telp :",22935.png
23098,1,9-Nov-17,"Kartu SIM XL, Indosat, Smarfren, dan Telkomsel Disadap Badan Intelijen AS","Kemenkominfo melalui Badan Regulasi Telekomunikasi Indonesia (BRTI) menyatakan telah menerima laporan investigasi operator seluler terkait dugaan penyadapan pada kartu SIM buatan Gemalto ( Hutchinson 3, XL Axiata, Indosat, Telkomsel) oleh badan intelijen AS, National Security Agency (NSA) dan Government Communication Headquarter (GCHQ).",23098.jpg
23171,1,23-Oct-17,Rombongan Anies-Sandi Ditilang dan Tak Miliki Izin Patwal di Puncak Bogor,Rombongan Anies-Sandi Ditilang dan Tak Miliki Izin Patwal di Puncak Bogor,23171.jpg
23339,1,16-Sep-17,Foto John Kei yang Sudah Disunting,"Bismillah,
 Hari ini team Mualaf Center Darussalam diwakili Harsha Agousta Brahma Sadewa dan ibu Jenderal Lisze Dewi Purnamawati berangkat ke LP. Batu Nusakambangan Cilacap memastikan niat John Kei masuk Islam..
 Sebelum memutuskan masuk Islam John Kei alias John Refra pemuda asal Tutrean, Pulau Kei pernah di juluki sebagai Godfather of Jakarta..",23339.jpg
23390,0,22-Aug-17,Pengoperasionalan Kereta Bandara,"Buat teman2 yang ada kunjungan ke Jakarta, sejak 17 Agustus 2017 sudah ada transportasi kereta api dari bandara Soekarno-Hatta..?",23390.jpg
23414,0,18-Jul-17,Tusuk Gigi Sebarkan HIV AIDS,Tusuk Gigi Sebarkan HIV AIDS,23414.jpg
23451,1,25-May-17,Pelaku Bom Kampung Melayu adalah Anggota Polisi,Pelaku Bom Kampung Melayu adalah Anggota Polisi,23451.png
23618,1,5-Mar-17,: Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU,Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU,23618.jpg
23913,1,6-Jan-17,Foto Helikopter-Tank Pertama di Dunia Buatan Turki dan Pakistan,Foto Helikopter-Tank Pertama di Dunia Buatan Turki dan Pakistan,23913.jpg
23982,1,19-Dec-16,Es Krim Merek AICE Bosnya Orang Cina dan Bahannya Kimia Semua,"Siang tadi sy mampir di distributor es krim merk _*Aice*_ yg sedang marak penetrasi bisnisnya yg terletak di selatan tugu lilin makam haji, melihat banyak spanduk bertulisan china iseng2 sy tanya penjaga counter yg didepan pinggir jln, bos nya orang mana mba jakarta atau solo, dijawab : “orang china”, lho kok tau kalau org china apa sdh pernah ketemu? Tris dia nunjuk disebuah mobil avanza putih, itu bosnya di dlm mobil itu, ngomongnya aja pake bhs china , dia asli datang dari china ..katanya. Penasaran sy tunggu si bos keluar dari mobil, betul ternyata chino!!",23982.jpg
24051,1,10-Dec-16,Video yang menunjukkan anak Muslim yang disiksa oleh Budha di Myanmar,Video yang menunjukkan anak ‘Muslim’ yang disiksa oleh ‘Budha’ di Myanmar,24051.png
24179,1,19-Nov-16,Foto Kerusuhan Demo Anti Trump di Amerika Serikat,Foto Kerusuhan Demo Anti Trump di Amerika Serikat,24179.jpg
24793,1,5-Aug-20,"bentrok antar ormas Gerakan Jaga Indonesia dengan FPI, LPI dan HTI di Kota Bandung pada 27 Juli 2020","Aksi demo yang tanpa tujuan di depan Gedung DPR-MPR yang di lakukan 50 orang simpatisan PDI-P di komandoi oleh Boedi Djarot dkk, yang menginjak-injak, merobek, dan membakar Poster Habib Rizieq Syihab, ternyata berbuntut panjang. Di kota bandung terjadi Bentrok antara Ormas Gerakan Jaga Indonesia ( GJI-PDI-P ) dengan Ormas-ormas Islam FPI, HTI, LPI, pembela dan penjaga Pancasila, Nkri dan Ulama. Akibatnya 7 orang anggota ormasa Gerakan Jaga Indonesia & PDI-P mati kena sabetan pedang Lasykar FPI, dari pihak HTI 1 orang mengalami luka sabetan di bahu. Bukan itu saja Bentrokan pun meluas hingga terjadi Kebakaran beberapa pertokoan yang berdekatan dengan Markas PDI-P, karena lemparan Bom Molotov. Aparat Polisi pun tidak berani ke Tkp",24793.png
25164,1,6-Jul-20,Video Kecelakaan Maut Di Air Terjun Uluk Til Belu NTT,Kecelakaan Maut Di Air Terjun Uluk Til Belu NTT,25164.jpg
25240,1,26-Jun-20,Aliran Komunis & Gerakan PKI Bangkit Lewat PDIP,"“Lebih jauh, Prijanto mengatakan, istilah petugas partai yang disampaikan Ketua Umum PDIP Megawati Soekarnoputri kepada Jokowi juga dinilai modus komunisme. Sebab, istilah petugas partai mirip dengan pekerja partai yang pernah dikatakan tokoh PKI DN Aidit.",25240.png
25358,1,11-Jun-20,Gubernur Jakarta Anies Baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan COVID-19,GUBERNUR JAKARTA ANIES BASWEDAN MENDAPAT PENGHARGAAN TERBAIK DI SELURUH DUNIA DALAM PENANGANAN COVID-19,25358.png
25865,1,24-Apr-20,masyarakat New Zealand belajar Wudhu,"Kabar Terbaru dari NEW ZEALAND Subhanallah,,,, masyarakat New Zealand pd belajar Wudhu. Dan Kumpul di Lapangan. Mereka Mulai Belajar dan Mendalami Islam Kalau Allah Sudah Berkehendak,, ! Semua bisa terjadi. Allahu Akbar !!! Sungguh Allah Maha Pembolak Balik Hati Manusia",25865.png
25943,1,14-Apr-20,Sejumlah Polisi India Telah Tiba Di Indonesia,Kabar Terkini.. Sejumlah Polisi India Telah Tiba Di Indonesia Untuk menertibkan Masyarakat yg tdk mau tinggal di rumah..Siapkan Pantat dan Minyak Gosok.,25943.png
26079,1,1-Apr-20,Pasukan Tentara Membantu Melawan Virus Corona di New York,Military vehicles arrived in Manhattan.NEW YORK WUHAN CORONAVIRUS,26079.jpg
26194,1,22-Mar-20,Video KELUYURAN DILUAR RUMAH? DI MALAYSIA DITEMBAK API PAKAI DRONE,"KELUYURAN DILUAR RUMAH…??
 DI MALAYSIA DITEMBAK API PAKAI DRONE….",26194.png
26269,1,17-Mar-20,"Antisipasi Corona, Seluruh BUMN DKI Ditutup","ANTISIPASI CORONA, SELURUH BUMN DKI DITUTUP",26269.png
26790,1,26-Dec-19,Jokowi Halal Dilengserkan,Manusia yg gk punya nilai dn kuwalitas gk pantas mnjdi apapun di negeri ini..,26790.png
26832,1,18-Dec-19,"Sandiwara Dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri","Sandiwara Dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri? Sakit jiwa kali yang beginian ya?",26832.png
26906,1,5-Dec-19,"Beredar Surat Rekrutmen Satpol PP, Kepala Satpol PP dan Damkar Sintang Angkat Bicara","Kepala Satpol PP dan Damkar, Martin Nandung: “Gak jelas sumber dan tidak ada penanggungjawab. Ndak ada cap dan tanda tangan,",26906.png
27177,1,9-Oct-19,Ketua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,"Ketua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,",27177.png
27287,1,23-Sep-19,Universitas Brawijaya dan UMM Bantah Liburkan Perkuliahan karena Ada Aksi Mahasiswa,"Hoaks, mbak. Kegiatan belajar normal, kegiatan kampus juga normal",27287.png
27538,1,16-Jan-17,Luthfi Abdul Hadi Meminta Maaf kepada Kiai Said Aqil Siroj,"Akhirnya Gus Ipul wakil Gubernur jatim turun tangan menyelesaikan FITNAH yg di tuduhkan kepada ketum PBNU PROF DR KH Said Aqil Siroj.
 Semoga para tukang fitnah tidak kejang2 …",27538.jpg
27606,1,23-Jul-19,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan Lihai Tata Kata untuk Bodohi Warga Jakarta,27606.png
27617,1,20-Jul-19,Khoirul Anwar Penemu 4G LTE,"Khoirul Anwar dianggap gila. Ditertawakan. Bahkan dicemooh. Idenya dianggap muskil. Tak masuk akal. Semua ilmuwan yang berkumpul di Hokkaido, Jepang, itu menganggap pemikiran yang dipresentasikan itu tak berguna. …",27617.png
27940,1,19-May-19,Syukuran Jokowi 2 p,"Syukuran Jokowi 2 p,, tnp kamera ,bawa bekal sendiri, kompak,, salam Jokowi",27940.png
27969,1,13-May-19,Video Polisi Tembak Saksi Saat Rekap Pleno KPU,Polisi menembak saksi yang tidak trima rekap pleno KPU,27969.jpg
28265,0,28-Mar-19,Penjelasan KPU Gowa terkait Baliho Surat Suara yang Tidak Mencantumkan Foto Capres-Cawapres Prabowo-Sandi,"Hari ini
Pemasangan baliho contoh surat suara Pilpres 
oleh KPU
Di Kec Bontonompo Kab Gowa
Mana foto capres cawapres 02?
Luar Biasa KPU Gowa
Kalian sudah mencederai demokrasi",28265.jpg
28353,1,15-Mar-19,Masukan Persatuan Tunanetra Indonesia Terkait Braile Surat Suara di Jakarta 80% Salah Semua,"Info dari Pertuni

Ini masukan aja tadi dari Pertuni (persatuan tunanetra Indonesia) yg di Jkt ngecek surat suara yg braile ke KPU ternyata hampir 80% salah semua",28353.jpg
29408,0,25-Sep-18,Kementan Bantah Siluet Wajah yang Ada Dibungkus Plastik Bertuliskan Beras Segar dan Toko Tani Indonesia ialah Presiden Jokowi,"“Gambar atau foto yang tertera pada kemasan beras Toko Tani Indonesia adalah bukan foto Presiden RI Bapak Jokowi. Itu foto model staf Kementan di Biro Umum dan Pengadaan Kementan, Mas Agus Faizal,” kata Kepala Biro Humas dan Informasi Publik Kementan, Kuntoro Boga Andri, Selasa (25/9).",29408.jpg
29684,0,15-Agu-18,Dinkes Aceh Membantah Atas Isu Pelajar Lumpuh Setelah Vaksin MR,"“Itu secara kebetulan. Tidak berhubungan dengan imunisasi. Ini penyakit sendiri bukan efek dari vaksin MR,” ujarnya.",29684.jpg
29960,1,3-Jul-18,Hasil Scanning Port Bolong,"KPU harusnya punya server sendiri. Ini bawa2 ITB, Moratel.. Gimana pemilu berikutnya…",29960.png
29986,1,29-Jun-18,REKRUTMEN PT PINDAD,Sehubungan dengan rekrutmen calon karyawan pada pt pindad untuk wilayah kerja meliputi Region Sulawesi,29986.png
29994,0,29-Jun-18,: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria Pada Piala Dunia 2018,: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria Pada Piala Dunia 2018,29994.jpg
30503,1,23-Mar-18,"Mark Zuckerberg, CEO Facebook, Menemukan Kata BFF","Test FB tmn2 disini……
 
 Mark Zuckerberg, CEO Facebook, menemukan kata BFF, untuk memastikan akun anda aman di facebook. Ketik Bff di komentar,
 Jika terlihat hijau, akun anda dilindungi.
 Jika tidak muncul dalam warna hijau, ubah kata sandi anda segera karena mungkin diretas oleh seseorang.
 # Copied",30503.png
30622,0,4-Mar-18,Penjelasan Terkait Berita Muslim Cyber Army yang Tidak Sesuai Standar,"Berdasarkan peninjauan internal redaksi, ditemukan fakta bahwa editor terburu-buru dalam mengunggah artikel tersebut. Sehingga, mengabaikan standar yang ditentukan terutama terkait dengan cover bothside. Termasuk, untuk selektif dalam mencari narasumber karena telah menjadikan akun anonim sebagai rujukan utama.",30622.png
30669,0,27-Feb-18,"Teror Kiai di Ponpes Kediri Hoax, Ini Cerita Sebenarnya","Teror Kiai di Ponpes Kediri Hoax, Ini Cerita Sebenarnya",30669.png
30763,0,8-Feb-18,Penganiayaan Ulama di Bogor,"Utk Kesekian kalinya terjadi Penganiayaan thdp Ulama2 di JaBar…😖😢
 Hr ini Ulama Bogor, Ust.sulaiman dibacok orang gila di bogor…😤
 Umat ISLAM Rapatkan Barisan.. Always Waspada…💪🏻💪🏻💪🏻
 #Waspada
 #SaveUlama
 #HasbunallahWanimalWakiiil…🙏😭",30763.png
30842,0,26-Jan-18,Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan,Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan,30842.jpg
31136,1,30-Nov-17,Jalan Slamet Riyadi Kota Solo Tergenang Banjir,"Wali Kota Solo FX Hadi Rudyatmo geram dengan informasi hoax terkait banjir di Jalan Slamet Riyadi, Solo.",31136.jpg
31199,1,21-Nov-17,Mahalnya Biaya Sekolah Pelayaran,"3 Tahun sekolah pelayaran
Udah bayarnya mahal setiap hari dididik militer sakit hati sakit badan.”.",31199.jpg
32397,1,5-Nov-16,Video Peserta Aksi 411 Merusak Toko,Sisa Video Pendemo yang menjarah warung di Jakarta 4 November semalam. Di share biar tahu kelakuannya!,32397.jpg
32586,1,26-Mar-16,51% Saham Taxi Express Sudah Dimiliki oleh Sandiaga Uno,Kepemilikan 51% saham Taxi Express oleh pengusaha dan bakal cagub Sandiaga Uno,32586.jpg
32644,1,11-Dec-15,Mesin Mobil Sering Mati Di Atas Rel Kereta Api,"[…] MENGAPA MESIN MOBIL SERING MATI DI ATAS PERLINTASAN REL KERETA API
 
 Org awam terkadang mengira hal ini di sbbkan krn perlintasan tsb angker/kurang sajen dan kemenyan/ada demit dll",32644.jpg
32721,0,22-Oct-15,Indonesia Gagal Wujudkan Swasembada Pangan,Pemerintah rencana impor beras 1 juta ton = Indonesia gagal swasembada,32721.png
33205,1,19-Jul-20,Media Tidak Menyiarkan Demo RUU HIP,Masih kah percaya dengan TV…tidak ada satupunmedia TV menyiarkan Demo tolak UU HIP…… .terutama orang desa yang jauh dari jangkauan mereka hanya percaya sama TV. Padahal TV sudah di boking rezim yang berkuasa…ayo rakyat bukakan mata dan pikiran..ISU COVID 19. Hanya pengalihan…ini bentuk pembodohan SDM..,33205.jpg
33428,1,26-Jun-20,PEMBAKAR BENDERA PDI-P TERNYATA ADALAH ANGGOTA SIMPATISAN PDI-P SENDIRI,"Bawa sendiri, Bakar sendiri, Lapor sendiri. Memang Pki tukang Nyusup Licik. Pengalihan tolak RUU HIP-Pki. Kpd Umat Kristiani jgn terhasut Pki yg suka Fitnah & adu domba. Apalagi mendukung & membela Pki. Itu dosa besar, karena Pki tdk percaya Yesus Kristus & agama.Pki & antek2-nya serta pendukung tempatnya adalah Kerak Neraka.",33428.png
33476,1,21-Jun-20,Minggu 21 Juni 2020 Baim Wong Rilis Hadiah Buat 500 Orang Pemenang,"Minggu, 21 Juni 2020 BUAT 500 ORANG PEMENANG Rilis Hadiah!",33476.jpg
33589,1,8-Jun-20,Panggilan Seleksi Rekrutmen Pertamina Tanggal 7-8 Juni 2020,"Surat bernomor 20198/HRD/PT Pertamina Persero/VI/2020 perihal panggilan seleksi rekrutmen karyawan (i). Dalam surat disebutkan lokasi seleksi rekrutmen di Gedung Perwira 2 Lantai 1 Jl. Medan Merdeka Timur 1A, Jakarta Pusat.",33589.jpg
